Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,,,,,,,,,,,,,,,,,,
Bois de Boulogne,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BZWM2N2MzMGMtNzNkNi00OTc2LTg5NDQtNWViNTA2MGIwNmFhXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.2,36,tt0000046,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Batteuse à vapeur,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,Little is known of this lost film; presumably it featured one or more threshing machines.,None,France,N/A,https://m.media-amazon.com/images/M/MV5BNmY5MmI4MzEtOWUwNS00MzI0LWI2MzAtYjY2YTc3ZGRkNWMwXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.5,33,tt0000043,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Bateau-mouche sur la Seine,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BYjgwMjI3YzktNGZlNC00NmFlLWE0MzUtOGFjN2I3MmNiMjUzXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.5,39,tt0000042,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Les blanchisseuses,1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,N/A,This lost film presumably features women washing clothing.,None,France,N/A,https://m.media-amazon.com/images/M/MV5BNzBjZjI4YjYtNGIyOC00ZDQyLTg0OTctN2U2YmUyMjJiZTQzXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.5,34,tt0000045,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Barnet Horse Fair,1896,N/A,N/A,N/A,Short,N/A,N/A,N/A,N/A,None,United Kingdom,N/A,N/A,N/A,3.7,33,tt0000039,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
"Boxing Match; or, Glove Contest",1896,N/A,01 Jan 1896,N/A,"Short, Sport",Birt Acres,N/A,N/A,"Stage boxing match between Sergeant-Instructor Barrett and Sergeant Pope, with a round, interval, and knockout.",None,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNjQ0YzQwYjctMTljYi00MzhmLTliMGUtMTY2NzE3MjgzYzYzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,N/A,5.0,49,tt0000049,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Ruraux au galop,1896,N/A,N/A,1 min,"Documentary, Short",Gabriel Veyre,N/A,N/A,"Against the background an architrave of an aqueduct, a small group of sombrero-hatted men ride their horses. A few seconds. a larger group pursues them. It's a typical, well-composed actuality that you'd expect from the folks who worked for Lumiere.Gabriel Veyre, who shot this actuality, was a globe-trotting exhibitor for about seven years. In Mexico in 1896, he shot a bunch of movies, then went to other places to show movies and shoot some more. Lumiere distributed his movies. He died in Morocco in 1936, where he had resided for many years, working as a newspaper correspondent.His cameraman on this and his other Mexican films was Claude Ferdinand Bon Bernard. About that individual, all that is known is that fact.",None,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BMzAwYjlhYWEtNjcwOC00MmE4LWE4ZTAtZGVmMjNmOWMwYmYxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,N/A,4.2,113,tt0000052,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The Boxing Kangaroo,1896,N/A,01 Jan 1896,N/A,Short,Birt Acres,N/A,N/A,"The Boxing Kangaroo (1895)This film has become rather popular over the years because of what the title promises the viewer and it actually delivers. For around twenty-five seconds a man and a kangaroo box. Yes, that's all that happens but as long as you don't take it too serious then you're bound to have a little fun with it. The film's condition is in poor shape but that doesn't take away from the fun as the kangaroo seems to be getting a good work out at the very least. I'm sure PETA members might object to this but at the same time I'm sure this was a staged act back in the day.",None,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BYWExYWNmNzQtODQwNS00OTcxLTk4NDMtYjBhNDQ0ZDJjZWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,N/A,4.7,212,tt0000048,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
A Chegada do Comboio Inaugural à Estação Central do Porto,1897,N/A,07 Feb 1897,N/A,"Documentary, Short",Francisco Pinto Moreira,N/A,N/A,N/A,None,Portugal,N/A,N/A,N/A,2.8,19,tt0000053,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The Bohemian Encampment,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,Very little is known of this lost film; according to the title it featured a gypsy camp.,None,France,N/A,https://m.media-amazon.com/images/M/MV5BYTE5ZGFjNWMtYzE2NC00ZGMzLTk3N2YtMzJhNjFiMmY1NmU1XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.7,37,tt0000051,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Bébé et fillettes,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,Georgette Méliès,"Little is known about this lost film, which presumably features young baby girls.",None,France,N/A,https://m.media-amazon.com/images/M/MV5BYjBjMDRjYmEtODFiNy00NjJhLTk0ZjktMDQ3NmVkNDRmMzc2XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.2,35,tt0000050,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Uma Corrida de Touros no Campo Pequeno,1896,N/A,N/A,N/A,Short,Henry Short,N/A,N/A,N/A,None,United Kingdom,N/A,N/A,N/A,3.2,23,tt0000056,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Cortège de tzar au Bois de Boulogne,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,Tsar Nicholas II,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BNjcwNjY4NDgtODY3Yi00MmQ0LTk4YzktNWJkNTk0ZmEyMDMxXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.3,35,tt0000058,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Coronation of a Village Maiden,1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,N/A,"Little is known about this lost film, which presumably features a coronation of the rosary, or a celebration of the Coronation of the Virgin Mary.",None,France,N/A,https://m.media-amazon.com/images/M/MV5BNjYxYjgxNWYtMWZiOC00YTJlLThhMzItMTVlZDZlZTM4ZDA4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.5,28,tt0000059,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
m K.L. Dickson that chronicle the adventures of Rip Van Winkle.,None,United States,1 win,https://m.media-amazon.com/images/M/MV5BZWM1OGIxYzYtMzI1ZC00NDZmLWEzNmMtOTc2Y2JjNTQ0NDAyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,N/A,4.4,611,tt0000036,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boulevard des Italiens,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BYTU4MDhhNDAtNDNhOS00ZjRiLTk4OTQtOWQwNTkwN2I2MGNlXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.6,35,tt0000047,moviLe chiffonnier,1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BNGYzOWFiZDQtNDllNS00NWZmLTljMjEtNDgxMzJkYzczYzY3XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.7,31,tt0000055,movie,N/A,N/A,N/A,N/A,True
Dessinateur express,1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,Georges Méliès,This lost film featured a talented sketch artist drawing the statesman and historian Adolphe Thiers with stunning rapidity.,None,France,N/A,https://m.media-amazon.com/images/M/MV5BNmQxNzJkNjctNDdhZi00NjliLTg0NTgtMmY4ODkzYmM3NTg4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.5,30,tt0000063,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Cortège de tzar allant à Versailles,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,"Tsar Nicholas II, Tsarina Alexandra",N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BOGQ2YTdhMjYtZTI5OS00MDljLWE0NDYtMmNjZjNiNjQ3N2I5XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.4,36,tt0000057,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
A Merry-Go-Round,1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,N/A,"Very little is known of this lost Georges Melies film, but the title indicates it may have featured children riding a merry-go-round.",None,France,N/A,https://m.media-amazon.com/images/M/MV5BZTdmZTMyMjEtODI3YS00ZWJlLWEwMWItYzFlYTc4OTc5MWZiXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,5.3,36,tt0000054,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Dessinateur: Reine Victoria,1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,Georges Méliès,This lost film featured a talented sketch artist drawing Her Majesty H. M. Queen Victoria with stunning rapidity.,None,France,N/A,https://m.media-amazon.com/images/M/MV5BMTViMjU5NGUtNDM3Yy00ZGQ3LTk3YTktMWJmYWFmMjVjNTViXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.4,30,tt0000065,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Dancing Girls,1896,N/A,01 Mar 1896,N/A,Short,Birt Acres,N/A,Alhambra Girls,N/A,None,United Kingdom,N/A,N/A,N/A,4.1,27,tt0000061,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Dessinateur: Chamberlain,1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,Georges Méliès,This lost film featured a talented sketch artist drawing the statesman and Liberal Unionist Joseph Chamberlain with stunning rapidity.,None,France,N/A,https://m.media-amazon.com/images/M/MV5BYjRiMWQ2ZTItNmY4MS00NzM0LTk1NmUtZTI4ODJmYzQwYjE4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.2,31,tt0000064,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Danse serpentine,1896,N/A,25 Nov 1896,1 min,Short,Georges Méliès,N/A,N/A,"This lost film is speculated to have featured a serpentine dance, possibly in an imitation of the Edison Studios' ""Annabelle"" films, except with a different dancer.",None,France,N/A,https://m.media-amazon.com/images/M/MV5BMjdhODcyMDQtOGQzYy00YTk5LTlmMTAtYjE2NjkyYTZlZDc1XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,6.3,201,tt0000062,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Dancing Darkies,1896,N/A,12 Sep 1896,N/A,"Documentary, Short",William K.L. Dickson,N/A,N/A,"""A company of little darkies showing off their paces to the music of the banjo.""",None,United States,N/A,N/A,N/A,7.7,89,tt0000060,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Post No Bills,1896,Not Rated,N/A,1 min,"Short, Comedy",Georges Méliès,N/A,N/A,"Listed as number 15 in the Star Films catalogue, ""Post No Bills"" is one of Georges Méliès' earliest works which was presumed lost. Minimalistic and devoid of the usual special effects which made famous the French illusionist and pioneering filmmaker, this is, indeed, a rather simple story; however, what it lacks in innovation it makes up for humour and irony. Exactly 125km outside of the bustling city of Paris, a not-so-vigilant sentry is assigned the relatively easy task of guarding a blank white wall where postering is strictly forbidden. But, when the guard marches past the partition, an audacious bill poster plasters the surface with an advertisement--and moments later--another bold worker pastes up yet another poster. Before long, a great advertisement war breaks out behind the sentry's back. Is the officer of the law inept or is he, plainly, apathetic?","None, French",France,N/A,https://m.media-amazon.com/images/M/MV5BMTUxZmQzZjAtODM3NC00YWUyLWE2NmEtODAxODZmOGEzYzQwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,N/A,4.8,489,tt0000069,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Demolition of a Wall,1896,Not Rated,06 Mar 1896,1 min,"Documentary, Short",Louis Lumière,N/A,Auguste Lumière,"Auguste Lumière directs four workers in the demolition of an old wall at the Lumière factory. One worker is pressing the wall inwards with a jackscrew, while another is pushing it with a pick. When the wall hits the ground, a cloud of white dust whirls up. Three workers continue the demolition of the wall with picks.",None,France,N/A,https://m.media-amazon.com/images/M/MV5BNGViNzJkZWYtYzYxNi00YTU3LTg4MWMtOGJmM2RmMGY2ZTU1XkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_SX300.jpg,N/A,6.4,"2,659",tt0000070,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Exit of Rip and the Dwarf,1896,Not Rated,01 Sep 1896,1 min,"Drama, Short",William K.L. Dickson,Washington Irving,Joseph Jefferson,A series of short black and white films from director William K.L. Dickson which chronicle the adventures of Rip Van Winkle.,None,United States,1 win,https://m.media-amazon.com/images/M/MV5BZGZkYTJhZmQtNTY0NC00OWI2LWIwODUtNTM2ZGQzZmE0ZjgxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_SX300.jpg,N/A,4.5,546,tt0000076,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Automobiles Starting a Race,1896,N/A,N/A,N/A,"Short, Sport",Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BMGEwNGFmZmQtYTQxYS00N2M0LWI1MmQtMTg1OGY3ZmQ1NDM0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.5,31,tt0000071,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Unloading the Boat,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BM2NjNDgwOTgtYTFjYS00ZDljLTgwNDktNjNmNzA3NWVkMzE5XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.6,32,tt0000068,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
"Le fakir, mystère indien",1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BOGY0ZWRhYWYtYzMxYy00MmUyLTkxNmQtZjZhYWRhNDdlNzQ4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.8,36,tt0000077,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Enfants jouant sur la plage,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BNTYyNzdiYWQtYjNjNi00NmU0LWI5MDktY2NjMjA4NDQyNjk0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.6,32,tt0000074,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Officers of French Army Leaving Service,1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BMzY1NDY3YjAtN2U0OS00NTdmLThmYjAtNzgwZGUxMDQzMzU0XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.2,28,tt0000072,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Conjurer Making Ten Hats in Sixty Seconds,1896,N/A,N/A,N/A,"Short, Fantasy",Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BZjIwN2UwODctZDY3OC00OGYxLWIxZWQtYmVhMzBjZGFiM2QyXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,5.9,75,tt0000067,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Towing a Boat on the River,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BM2ZlYjA4NmItZTYxYy00MGFiLTg3MWUtNzZmYjE1ODZmMThjXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.2,34,tt0000081,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The Conjuring of a Woman at the House of Robert Houdin,1896,N/A,01 Oct 1896,1 min,"Short, Horror",Georges Méliès,N/A,"Jehanne d'Alcy, Georges Méliès","An elegantly dressed man enters through a stage door onto a set with decorated back screen, a chair and small table. He brings a well-dressed women through the door, spreads a newspaper on the floor, and places the chair on it. She sits and fans herself; he covers her with a diaphanous cloth. She disappears; he tries to conjure her back with incomplete results. Can he go beyond the bare bones of a conjuring trick and succeed in the complete reconstitution of a the lady?",None,France,N/A,https://m.media-amazon.com/images/M/MV5BNGRhNTcxMDMtYTMyMi00ZTIxLThiOWUtMTgwZDA2Njk4YTFjXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,N/A,6.3,"1,991",tt0000075,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Dessinateur: Von Bismark,1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,Georges Méliès,This lost film featured a talented sketch artist drawing the Prussian statesman Otto Von Bismark with stunning rapidity.,None,France,N/A,https://m.media-amazon.com/images/M/MV5BZGUxMmJiZjEtMDdkNC00MGMzLWI3MTItOTJiYmNhOGM0Mjk5XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.4,30,tt0000066,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Feira de Gado na Corujeira,1896,N/A,N/A,1 min,"Documentary, Short",Aurélio da Paz dos Reis,N/A,N/A,"Campinos on horseback drive small herds of cattle through the vast area of the traditional fair, before prospective buyers.",None,Portugal,N/A,https://m.media-amazon.com/images/M/MV5BMDEzMDU1NTMtOWEwYi00MGMxLTkzYzItYzdiYTcwNTdkNzhlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,N/A,3.9,89,tt0000078,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
A Hard Wash,1896,N/A,12 Sep 1896,N/A,"Comedy, Short",William K.L. Dickson,N/A,N/A,"""A colored woman washing a little pickaninny. Very funny, and especially pleasing to children.""",None,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDlkNzgyZjgtNGNkZS00YjU1LTgwNGQtZmE1MDNkODk3NDg2XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,N/A,4.8,50,tt0000082,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Effets de mer sur les rochers,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,"Very little is known about this lost film, but according to the title it possibly featured large waves crashing against jagged, black rocks on a coast.",None,France,N/A,https://m.media-amazon.com/images/M/MV5BYjFjODlhY2MtZWVhMy00NzYwLWFmZWEtYTU0OGViMDRjMmYwXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,3.6,32,tt0000073,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
La gare Saint-Lazare,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BOTUyYjgzNWYtOGY0OC00N2M5LWE3YTQtMjZlZGM4ZTg5M2I4XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.4,36,tt0000079,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Les indiscrets,1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BZTI1MmZjNzUtMzNhNy00ZmFjLTg4ZjMtY2Q5ZDZjN2JkYTRkXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.5,34,tt0000083,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Market Day,1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BNzk2YWYyYTMtMTNjNC00ZDExLWI4NzItNmI5MDM1Y2UyNTVmXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.7,34,tt0000088,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Départ de Jérusalem en chemin de fer,1897,N/A,N/A,1 min,"Documentary, Short","Auguste Lumière, Alexandre Promio",N/A,N/A,"A train is leaving a railway station at the outskirts of Jerusalem. From the very end of the train a barren, rocky landscape is seen, and some ruins of very old buildings,. Five men walk along the track, tipping their hats when the train departs. When it approaches the station building more people are seen, people of different ethnicity and religion. Some men wear fezzes on their heads and canes in their hands. A Franciscan monk comes walking in the middle of a mixed group of people. The platform outside the station is crowded with people waiting for the next train. Among them is a man with a sword at his side. The big windows of the station are covered with shutters. After the station the train passes a long fence, enclosing a lumberyard.",None,France,N/A,https://m.media-amazon.com/images/M/MV5BMDU2YjNjMzAtNzZmMi00MWNiLTlkNjEtYzA3ZTcwYmJiOTBkXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,N/A,6.2,"1,018",tt0000089,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
"Beach and Pier at Trouville, 2nd part",1896,N/A,N/A,N/A,"Documentary, Short",Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BMzc0NzBiODgtZjM2NS00M2JlLWIyODItMmEwYzRlMTc0NjkxXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.8,39,tt0000087,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Les ivrognes,1896,N/A,N/A,N/A,Short,Georges Méliès,N/A,N/A,N/A,None,France,N/A,https://m.media-amazon.com/images/M/MV5BODE1YTc5OTgtNmU0Mi00YjlkLWExYmEtZmMwOWUwYWQyOTJiXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,4.4,32,tt0000084,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
